family_name	first_name	other_name	Count
Jensen	Sofie	NA	1
Jensen	Peder Krogh	NA	1
Jensen	Olaf	NA	1
Jensen	N P	NA	1
Jensen	Jens Laur	NA	1
Jensen	Jens Christian	NA	1
Jensen	Jaan	NA	1
Jensen	J L	NA	1
Jensen	J	NA	1
Jensen	Hans	NA	1
Jensen	Gerard Edward	NA	1
Jensen	Georg	NA	1
Jensen	Ferd	NA	1
Jensen	Erik	NA	1
Jensen	Claus	NA	1
Jensen	Carl	NA	1
Jensen	C A	NA	1
Jensen	Arthur	NA	1
Jenison	Elsie Safford	NA	1
Jenisch	Daniel	NA	1
Jendritzki	Hans	NA	1
Jellinek	Johannes Paul	NA	1
Jellinek	Fritz	NA	1
Jelenffy	Zoltan	NA	1
Jehele	Mimi Ida	NA	1
Jefferyes	James Bavington	NA	1
NA	NA	Le Corbusier	1
NA	NA	Jean de Garencières	1
Jaspis	Leberecht Siegmund	NA	1
Jasevic-Borodaevskaja	Varvara Ivanovna	NA	1
Jarochowski	Kazimerz	NA	1
Jaróchowski	Kazimierz	NA	1
Jeffreys	Georg	NA	1
Jeffrey	Margaret	NA	1
Jeffcott	George F	NA	1
Jedlicka	Ludwig	NA	1
Jedina	Leopold von	NA	1
Jedberg	Henry Helge Alfred	NA	1
Jeanvrot	Victor	NA	1
Jeanson	Kurt	NA	1
Jeanson	Knut Gabriel	NA	1
Jean	Charles-François	NA	1
Jaurgain	Jean de	NA	1
Jaunsudrabin<U+0326>š	Janis	NA	1
Jauho	Pekka	NA	1
Jauhiainen	Kaarle Ruben	NA	1
Jatho	Carl	NA	1
Jastrzembskin	V J	NA	1
Jastrow	Elisabeth	NA	1
Jastrau	Viggo	NA	1
Jarvis	W H	NA	1
Jarvis	Samuel Farmar	NA	1
Jarvis	Christopher	NA	1
Jarry-Guéroult	Robert	NA	1
Jaroslavskij	Emel'jan Michajlovic	NA	1
Jarochowski	Kazimierz	NA	1
Jarl	J E	NA	1
Jarkka	J	NA	1
Jaren	Umset	NA	1
Jaranov	Athanase	NA	1
Jaques	William H	NA	1
Janson	W	NA	1
Janson	Patrik	NA	1
Jansson	E	NA	1
Janson	Chr	NA	1
Janzon	Laurentius	NA	1
Janzén	Gustaf förtroendeman	NA	1
Janze	C W	NA	1
Jantzen	Hermann	NA	1
Jansson	Gustaf Wilhelm	NA	1
Jansson	Tim Erik Tomoteus	NA	1
Jansson	Sven Ture	NA	1
Jansson	Sven Ludvig Holst	NA	1
Jansson	Sven bergsingeniör	NA	1
Jansson	Rudolf	NA	1
Jansson	Olof Emil	NA	1
Jansson	O	NA	1
Jansson	Karl Erik Martin	NA	1
Janson	Lorens Edvard	NA	1
Janson	John Th	NA	1
Janson	Johan Emil	NA	1
Jansson	Joh	NA	1
Jansson	Jan-Erik	NA	1
Jansson	Hugo	NA	1
Jansson	Helmer Oscar	NA	1
Jansson	Helge Donatus	NA	1
Jansson	Karl Göte	NA	1
Janson	Florence Edith	NA	1
Jansson	F L	NA	1
Jansson	Erik Gustaf	NA	1
Jansson	Elof	NA	1
Jansson	Edvard Alfred grosshandlare	NA	1
Janson	Daga Maria Cecilia	NA	1
Jansson	Curt	NA	1
Janson	Charley	NA	1
Jansson	Carl Johan	NA	1
Jansson	Carl J	NA	1
Jansson	Carl Alfred	NA	1
Jansson	C A	NA	1
Jansson	Axel Filip riksdagsman	NA	1
Jansson	Aron	NA	1
Jansson	Anders	NA	1
Jansson	Alfred	NA	1
Jansson	A G	NA	1
Janssen	V	NA	1
Jansen	Heiner	NA	1
Janson	Pauls	NA	1
Jansen	Franz	NA	1
Jannot	R	NA	1
Jalkanen	Hilma	NA	1
Swartius	Eustachius	NA	1
Jansen	Hermann	NA	1
Janot	Jean-Marie	NA	1
Jannes	Elly Maria	NA	1
Janmart de Brouillant	Léonce	NA	1
Janmart	Jean	NA	1
Jankow	Chr	NA	1
Janicki	Constantin	NA	1
Janér	C:ia T	NA	1
Janeau	Hubert	NA	1
Jamset	B Ivan	NA	1
Jamot	Paul	NA	1
Jammes	Francis	NA	1
James	Norah C	NA	1
James	Neill	NA	1
James	John	NA	1
James	Florence Alice b. Price	NA	1
James V	konung av Skottland	NA	1
Jambon	R. F	NA	1
Jamalainen	E A	NA	1
Jalowiecki	Andrzej	NA	1
Jalling	Thure Magni Johansson	NA	1
Jalavisto	Eeva	NA	1
Jalava	Matti	NA	1
Jalas	Jaakko	NA	1
Jalabert	Jacques	NA	1
Jakovlev	Vasilij Jakovlevic	NA	1
NA	NA	Jakob av Sarug	1
Jakubov	Konstantin Ivanovic	NA	1
Jakovlev	Aleksej Ivanovic	NA	1
Jakobsson	Gustaf Theodor	NA	1
Jakobsson	Tage	NA	1
Jakobsson	Karl Oskar	NA	1
Jakobsson	Ole	NA	1
Jakobson	Nils Jakob Verner	NA	1
Jakobsson	M A	NA	1
Jakobsson	Josef	NA	1
Jakobsson	David	NA	1
Jakobson	Carl Jakob	NA	1
Jakobsson	kand. Pseud	NA	1
Jakimow	Igor v	NA	1
Jahnson	Samuel	NA	1
Jahnn	Hans Henny	NA	1
Jahnel	Karl	NA	1
Jahn	Gustaf Adolf	NA	1
Jahn	Cajetan August	NA	1
Jaffe	Bernhard	NA	1
NA	NA	Jacobus de Viterbo	1
Jacobsson	Otto	NA	1
Jacobsson	Harry Lennart	NA	1
Jacobson	Gottfrid	NA	1
Jagannadham	Vedula	NA	1
Jaensson	P O	NA	1
Jacquin	François	NA	1
Jacoby	Ernst	NA	1
Jacobsson	Santeri	NA	1
Jacobsson	Per jur. dr	NA	1
Jacobson	Nils Peter	NA	1
Jacobsson	Nils Mauritz Valdemar	NA	1
Jacobsson	Kjell Jakob Leonard	NA	1
Jacobson	Julius	NA	1
Jacobsson	Carl Julius	NA	1
Jacobsson	Josef Napoleon	NA	1
Jacobsson	Per John	NA	1
Jacobson	John	NA	1
Jacobsson	Ivar Leontius	NA	1
Jacobsson	Per Herbert Åke	NA	1
Jacobson	Harald Anton Erland	NA	1
Jacobsson	Gustaf Ferdinand	NA	1
Jacobsson	Gunnar Fridleif Andreas	NA	1
Jacobsson	G H	NA	1
Jacobson	Eric W	NA	1
Jacobson	Eric	NA	1
Jacobson	Edvard Oskar Walentin	NA	1
Jacobsson	Claes Joel	NA	1
Jacobson	Charles	NA	1
Jacobsson	Carl Mauritz	NA	1
Jacobson	Carl Agnar	NA	1
Jacobsson	Axel Justus	NA	1
Jacobson	Albin	NA	1
Jacobsen	Carl	NA	1
Jacobsdotter	Anna Catharina	NA	1
Jacobs	Aletta H	NA	1
Jacoblitz	Carl Gottfried	NA	1
Jacobi	Johann Georg Friedrich	NA	1
Jacob	Karl Hermann	NA	1
Jacobsen	Th	NA	1
Jacobsen	Julie Monrad	NA	1
Jacobsen	Hans S	NA	1
Jacobsen	Grete Sjörslev	NA	1
Jacobsen	Friedrich Johann	NA	1
Jacobsen	Eva	NA	1
Jacobs	Jozef	NA	1
Jacobs	Eduard	NA	1
Jacobowsky	Jacob	NA	1
Jacobini	H B	NA	1
Jacobi	Moritz Hermann von	NA	1
Jacobi	Lucy von	NA	1
Jacobi	G A	NA	1
Jacobi	Nils Alrik	NA	1
Jacob	Paul Emile	NA	1
Jackson	Robert Houghwort	NA	1
Jackson	Lucie E	NA	1
Jackson	James	NA	1
Jackson	Frederick Herbert	NA	1
Jackson	Frederick Hamilton	NA	1
Jackson	Benjamin Daydon	NA	1
Jacberns	Raymond	NA	1
Jaatinen	Otto Wilhelm Engelbert	NA	1
Jaanis	J	NA	1
Jaakola	Aleks	NA	1
Jaakkola	K	NA	1
Iverus	Ivar	NA	1
Iversen	J	NA	1
Izumo	Takeda	NA	1
Izikowitz	Jakob Sander	NA	1
Izarn	Joseph	NA	1
Ivic	Aleksa	NA	1
Iverus	Johan Edvard Danielson	NA	1
Iverus	Iv	NA	1
Iversen	Ole Christiansen	NA	1
Iversen	Karsten	NA	1
Iversen	Ch S	NA	1
Iversen	Axel	NA	1
Iwerboo	Gunnar	NA	1
Ivcenko	Makar Pavlovyc	NA	1
Ivarsson	F	NA	1
Iwao	S	NA	1
Iwanoyko	Eugeniusz	NA	1
Ivanov-Djatlov	F. G	NA	1
Ivanov	Vladimir	NA	1
Ivanov	P	NA	1
Ivanov	I M	NA	1
Ivanjukov	Ivan Ivanovic	NA	1
Iwanicki	Joseph	NA	1
Ivan	Nils Ivan J:son	NA	1
Ivalo	Ellinor	NA	1
Ittmann	Johannes	NA	1
Istrin	Vasilij Michajlovic	NA	1
Israelsson	Israel	NA	1
Israelson	Erik	NA	1
Israel-Gedin	Per	NA	1
Israel	Frieda	NA	1
Isoz	F. P	NA	1
Isoz	Rudolf	NA	1
Isoz	Albert Mauritz	NA	1
Isotalo	Aimo	NA	1
Iser 	Johannes d.y. kyrkoherde f. 1672	NA	1
Isenburg	L	NA	1
Isacson	Birger	NA	1
Ismail	Adel	NA	1
Isler	Egon	NA	1
Isenburg	Wilhelm Karl von	NA	1
Isaksson	Nils	NA	1
Isakson	Karl-Gustaf	NA	1
Isaksson	J Aug	NA	1
Isacsson	Josef Herbert	NA	1
Isacsson	Fredrik	NA	1
Isakson	Carl I	NA	1
Isaksson	Axel	NA	1
Isaksson	Anna Greta	NA	1
Isaksson	August Albin	NA	1
Isaksen	Andreas Peter	NA	1
Irving	John Treat	NA	1
Irvine	Alexander	NA	1
Irwin	Will	NA	1
Ironside	H A	NA	1
Irigoin	Jean	NA	1
Ipsen	Alfred	NA	1
Ipsen	Paul	NA	1
Ipsen	I. I	NA	1
Ipsen	Heinrich Adolf Marius	NA	1
Iordanskij	Nikolaj Nikolaevic	NA	1
Ionnescu-Gion	G I	NA	1
Ioannisjan	A R	NA	1
Inönü	Ismet	NA	1
Innocentius VIII	påve	NA	1
Innes	Norman	NA	1
Inha	I K	NA	1
Insulander	Per Erik Gustaf	NA	1
Insulander	Eric Johan	NA	1
Insulander	Denis	NA	1
Insulander	Carl Johan	NA	1
Innala	Aune	NA	1
Ingram	Jim	NA	1
Ingman	Rosa Matilda	NA	1
NA	NA	Ingeborg	1
Ingvarsson	J A	NA	1
Ingvarsson	Johan	NA	1
Ingvarson	Isak Johan Fredrik	NA	1
Ingvar	Sven Ingwar Olsson	NA	1
Ingvar	Albert	NA	1
Ingo	Martin	NA	1
Ingo	Herman	NA	1
Ingman	Åke	NA	1
Ingman	Anders Wilhelm	NA	1
Inghe 	Johan August	NA	1
Ingersoll-Smouse 	Florence	NA	1
Ingerslev	Cristian Frederik	NA	1
Ingemansson	Ingemund	NA	1
Ingelstam	Erik Paul Gerhard	NA	1
Ingelson	August W	NA	1
Ingelow	Nils Julius A	NA	1
Ingelmark	Bo E	NA	1
Ingeberg	Erik	NA	1
Inge	Pseud	NA	1
Indemans	Joseph Henricus Herman Alexander	NA	1
Inberg	Joh A	NA	1
Inberg	Isak Johan	NA	1
Imbert de Saint-Amand	Arthur Léon	NA	1
Imbert de Saint Amand	Arthur Léon	NA	1
NA	NA	Ilona	1
Illingworth	A Holden	NA	1
Ilien	Gösta Jönsson	NA	1
Ilvonen	Eero Ilmari	NA	1
Ilström	Johan	NA	1
Ilmoni	Rafael	NA	1
Ilmonen	S	NA	1
Ilmonen	K R	NA	1
Illio 	J B	NA	1
Illiger	Johan Carl Wilhelm	NA	1
Iliovici	Jean	NA	1
Il'in	Michail Andreevic	NA	1
Ikäläinen	E	NA	1
Ikonen	Väinö Vilho	NA	1
Ikonen	Leander	NA	1
Ikkala	Olli	NA	1
Ijas	Aleksandr Ivanovic	NA	1
Ihrman	Theodor	NA	1
Ihre	Evelina	NA	1
Ihre	Bengt Johan Elof	NA	1
Ihre	Adolf	NA	1
Ignatius	Kauko	NA	1
Ignatius	Bengt Jakob	NA	1
Iggberg	Vilhelm	NA	1
Ifvarsson	Sven Gustaf	NA	1
Idström	Wilhelm Leonard	NA	1
Idström	Wilhelm	NA	1
NA	NA	Ibn-Sai<U+0307>d	1
NA	NA	Ibn-Abi-Zan'	1
Idman	Niilo	NA	1
Idman	N B	NA	1
Idman	Alvar	NA	1
Idestam	Richard	NA	1
Idema 	Hijltje Albertus	NA	1
Ideforss	Hjalmar Emanuel	NA	1
Idar	Carl Olof Idar	NA	1
'Icke en droppe mera	Daniel'. Från engelskan af Å.P.H	NA	1
NA	NA	Ibn Khaldun	1
Ibn-Fozlan	Ahmed	NA	1
Hörnigk	Ludwig von	NA	1
Hörnick	Adam Gottfried	NA	1
Hörlin	Johan Bernhard	NA	1
Höller	Franz	NA	1
Höök-Lundevall	Greta	NA	1
Höök	Pet Schv	NA	1
Höök	J H	NA	1
Höyen	Niels Laurits	NA	1
Höst 	Jens Kragh	NA	1
Høst	Ida	NA	1
Hörstke	J. C. F	NA	1
Hörstedt	Adolf Fredrik	NA	1
Hörstadius	N W	NA	1
Hörning	Ragnar	NA	1
Hörnell	Per Gustaf	NA	1
Hörnell	J	NA	1
Hörlin	Per Wilhelm	NA	1
Hörlén	Stig	NA	1
Hörlén	Mats	NA	1
Hörle	Nils	NA	1
Hörberg	Sven Peter	NA	1
Hörberg	Karl Julius	NA	1
Höpner	Ermano	NA	1
Höpfl	Simon	NA	1
Hoepen	Egbert Cornelius Nicolaas van	NA	1
Hoeniger	Robert	NA	1
Hoenig	Fritz August	NA	1
Hölz	Max	NA	1
Hökerberg	Thea	NA	1
Hökerberg	Måns Ottar Eggert Lars	NA	1
Hökerberg	Fredrik Lars	NA	1
Hökerberg	Folke	NA	1
Hökberg	Helmer	NA	1
Hök	Christoffer Wilhelm	NA	1
Hök	Christoffer Fredrik	NA	1
Högman	Karl Johan	NA	1
Höjer	Torvald Magnusson	NA	1
Höjer	Magnus (Manne) Mauritz	NA	1
Höjer	Johan Adolf	NA	1
Höjer	Axel	NA	1
Höjer	Anna	NA	1
Höijer	Henrik	NA	1
Höijer	Ernst Jonas	NA	1
Höjer	Björn	NA	1
Höijer	Allan Henrik	NA	1
Högström-Löfberg	Anna Elisabeth	NA	1
Högström	C P	NA	1
Högström	C J P	NA	1
Högström	C	NA	1
Högström	Arcid Theodor	NA	1
Högström	A byggmästare	NA	1
Högstedt	G	NA	1
Högnäs	Kurt	NA	1
Högnäs	Hugo	NA	1
Högman	Samuel	NA	1
Högman	August Ad Nath	NA	1
Högman	Johan	NA	1
Högman	Frans Gustaf Oskar	NA	1
Höglund	Karl Zeth Konstantin	NA	1
Höglund	Thure	NA	1
Höglund	Olivia	NA	1
Höglund	Nils Erik	NA	1
Höglund	J	NA	1
Höglund	Elsa	NA	1
Höglund	A Th	NA	1
Höglind	Carl	NA	1
Höglin	Svante	NA	1
Höglin	Anna Margareta Elisabet	NA	1
Hoegh	Hans Jörgen Christian	NA	1
Högfeldt	Gustaf Robert	NA	1
Högfeldt	Pehr Johan	NA	1
Högdahl	J H	NA	1
Högborg	Johan	NA	1
Högbom	Johannes	NA	1
Högberg	Victor	NA	1
Högberg	N	NA	1
Högberg	Karl Gunnar	NA	1
Högberg	Gottfrid Artur	NA	1
Högberg	Frithiof	NA	1
Högberg	David Samuel	NA	1
Höckert	Erik Sture	NA	1
Höckert	Johan	NA	1
Höckert	Gustav	NA	1
Höcker	Otto	NA	1
Häthén	Johan Anshelm	NA	1
Hämäläinen	Viktor	NA	1
Hästesko	Gunnel	NA	1
Hästesko	Erland Albert	NA	1
Hässler	Ivar Gustaf	NA	1
Hässelberg	Alfred	NA	1
Härö	Sakari	NA	1
Härnqvist	Wilhelm	NA	1
Härnqvist	Kjell	NA	1
Härkönen	Iivo	NA	1
Härje	Per Bengtson	NA	1
Härig	Hermann	NA	1
Härenstam	Curt Alfons Ferdinand	NA	1
Härdén	Johannes	NA	1
Häpke	Gustav	NA	1
Haensel	Paul	NA	1
Haenisch	Erich	NA	1
Hämäläinen	Reino	NA	1
Hämäläinen	Martti Johannes	NA	1
Hämäläinen	Konstantin	NA	1
Hällstén	Jakob	NA	1
Hällfors	Arvi	NA	1
Hällvik	Oscar	NA	1
Hällström	Gust	NA	1
Hällström	Gunnar Johannes af	NA	1
Hällsten	Konrad Gabriel	NA	1
Hällefors	Edvard	NA	1
Häller	David	NA	1
Hällén	Carl Gösta	NA	1
Hällbom	Johan David	NA	1
Hähl	Johan Fredrik	NA	1
NA	NA	Haedrich	1
Hæffner	Carl August Benjamin Herman	NA	1
NA	NA	Hädrich	1
Hållström	August Einar	NA	1
Häglund	Nils Per Vilhelm	NA	1
Häglsperger	Franz Seraf	NA	1
Hæggström	Johan	NA	1
Häggström	Gustava Hendriette. f.Prahn	NA	1
Häggqvist	John	NA	1
Häggquist	Ernst Benjamin	NA	1
Häggquist	Ernst	NA	1
Hägglöf	Bo Gunnar	NA	1
Hägglund	Rudolf	NA	1
Hägglund	John Axel	NA	1
Hägglund	Johan Henrik	NA	1
Hägglund	Ivar Arne	NA	1
Hägglund	Arne Ivar	NA	1
Häggdahl	Erik August	NA	1
Häggbom	Axel	NA	1
Hæggblom	Erik Einar	NA	1
Häggbladh	Abraham	NA	1
Häggberg	O	NA	1
Häggberg	Jenny	NA	1
Hägg Petersson	Carl Gustaf	NA	1
Hägg	Axel Herman	NA	1
Hägerström	Karl Peter	NA	1
Hägerström	K G	NA	1
Hägerström	Ernst Gustaf Hjalmar	NA	1
Hägerström	E	NA	1
Hägerstad	Gösta Alarik	NA	1
Haegermarck	Karl Andreas	NA	1
Hägerbro	Svea	NA	1
Häger	Sten Alfred Emanuel	NA	1
Häger	Nils Gustaf	NA	1
Haeger	Curt	NA	1
Häger	Caleb Gustaf	NA	1
Häger	Bror Olof	NA	1
Haeffner	Robert Leonhard	NA	1
Hæffner	Johan Christian Friedrich	NA	1
Haefcke	Hans	NA	1
Haeder	Hermann	NA	1
Häckner	Clas Erasmus	NA	1
Häckerman	Adolf	NA	1
Håål	A Simon A:son	NA	1
Haasum	James Douglas	NA	1
Håstéen	Johannes	NA	1
Hårleman	Paco	NA	1
Hårleman	Gustaf Rudolf	NA	1
Hårdh	Rafael	NA	1
Hårdh	Johan Efraim	NA	1
Hårdh	Karl Emil	NA	1
Hårdh	Albert	NA	1
Hård af Segerstad	Siri	NA	1
Hård af Segerstad	Fredrik Carl Gunnar	NA	1
Hård af Segerstad	Lars Erik	NA	1
Hård af Segerstad	Bror Erik August	NA	1
Hård af Segerstad	Bror August	NA	1
Hård	Carl	NA	1
Hård	A	NA	1
Hålén	Johan Robert	NA	1
Håkansson	David	NA	1
Håhl	Johan Fredrik	NA	1
Hymmen	Ernst	NA	1
Håkansson	Tore Gunnar	NA	1
Håkansson	Rich	NA	1
Håkanson	Knut	NA	1
Håkansson	Karl Viktor	NA	1
Håkansson	Julius	NA	1
Håkansson	Josef Anton redaktör	NA	1
Håkanson	John	NA	1
Håkansson	Hilding	NA	1
Håkansson	Knut Folke	NA	1
Håkansson	Esbjörn	NA	1
Håkansson	Karl Artur Herbert	NA	1
Hyvönen	Valde	NA	1
Hyvönen	L J	NA	1
Hywärinen	Eero	NA	1
Hytunadi	J H	NA	1
Hysing	E G	NA	1
Hynén	Alexandra	NA	1
Hyllengren	Alfred	NA	1
Hylander	August	NA	1
Hygenius	E A	NA	1
Kjellberg	Johan Peder	NA	1
Hydren	Lars	NA	1
Hydén	Sven Olof	NA	1
Hyckert	Johan Fredrik	NA	1
Hyckert	Bror Edvard	NA	1
Hybinette	Ulla	NA	1
Hyberg	Jacob	NA	1
Hyberg	Carl Johan Jacob	NA	1
Hvidberg	Flemming Friis	NA	1
Hwasser	Lars	NA	1
Hvasser	Lars	NA	1
Hvasser	Israel	NA	1
Hwass	Anders Thorbjörn	NA	1
Hwalfsten	Pseud	NA	1
Huyghe	René	NA	1
Hüttner	Max	NA	1
Hüttig	Bernhard Oswin	NA	1
Hutten	I	NA	1
Hüttemann	Paul	NA	1
Hutchinson	Thomas	NA	1
Hutchinson	Robert Dalton	NA	1
Hutchinson	Arthur Stuart Menteth	NA	1
Hutchings	W W	NA	1
Husung	Max Joseph	NA	1
Hustvedt	Sigurd Bernhard	NA	1
Hustich	V Ilmari	NA	1
Husson	Raoul	NA	1
Huss	Ragnar Helmer	NA	1
Huss	Carl Helmer	NA	1
Huss	Haquin	NA	1
Huss	Anders Einar	NA	1
Alnaes	Eyvind	NA	1
NA	NA	Huon de Bordeaux	1
Husgafvel	Chr	NA	1
Husberg	Pehr	NA	1
Husberg	Johan Daniel	NA	1
Husberg	Erika Josefina	NA	1
Husberg	Nils	NA	1
Hurtig	Carl	NA	1
Hurley	Peter Joseph	NA	1
Huray	Julius G	NA	1
Hupke	G	NA	1
Hunter	William	NA	1
Hunt	J R E	NA	1
Hunt	Elgin F	NA	1
Hunnius	Carl	NA	1
Hünersdorf	Ludvig	NA	1
Hummerhielm	John Gustaf Alexander	NA	1
Hümmer	Fr. K	NA	1
Hummel	Johann Christoph Friedemann	NA	1
Humble	Erik Arnold Sixten	NA	1
Humble	Christoffer Olofsson	NA	1
Human	Armin	NA	1
Hultmark	Åke Sune Georg	NA	1
Hultman	E	NA	1
Hultgren	F	NA	1
Hultzenius	And S	NA	1
Hultskog	Johan Alfred Johansson	NA	1
Hultquist	Pehr Olof	NA	1
Hultquist	Gustaf Fredrik	NA	1
Hultmark	Carl Wilhelm	NA	1
Hultman	Johannes Ivar	NA	1
Hultman	Hjalmar Frithiof	NA	1
Hultman	Carl Daniel	NA	1
Hultman	Gustaf Allan	NA	1
Hultkvist	Karl Anders	NA	1
Hultin-Pettersson	Lisa	NA	1
Hultin	Nils	NA	1
Hultin	Måns Henrik	NA	1
Hultin	I	NA	1
Hultin	Ingrid	NA	1
Hultin	Holger L	NA	1
Hulthén	Lamek	NA	1
Hulthén	F	NA	1
Hulth	Karl	NA	1
Hultgren	Ralph	NA	1
Hultgren	Nils	NA	1
Hultgren	Per Gustaf	NA	1
Hultgren	Carl Gustaf Svante Hippolitus	NA	1
Hultenberg	Harald	NA	1
Hultén	Nils Oswald	NA	1
Hultbom	Carl Fredrik	NA	1
Hultberg	Sven Vilhelm	NA	1
Hultberg	Johan August	NA	1
Hult	Gustaf Adolf	NA	1
Hult	Fanny	NA	1
Hult	Carl Alrik ingeniör	NA	1
Hukkinen	Yrjö	NA	1
Hugues	Luigi	NA	1
NA	NA	Hugolinus de Urbe Vetere	1
NA	NA	Hugin og Munin	1
Hulsteijn	P van	NA	1
Hülsse	Friedrich	NA	1
Hülsmann	Eduard	NA	1
Holshof	Franciscus Johannes Hermanus Antonius	NA	1
Huelsenbeck	Richard	NA	1
Hülsenbeck	Richard	NA	1
Hullfish	Henry Gordon	NA	1
Hull	Editht Maude	NA	1
Hull	C S	NA	1
Hulke	John Whittaker	NA	1
Hulin	Gunhild Erika Lovisa	NA	1
Huldt	Sten Lennart	NA	1
Huldén	Isak Alfred	NA	1
Hulbert	Archer Butler	NA	1
Huima	K V	NA	1
Huhtikangas	Huugo	NA	1
Hühnefeld	Johanna	NA	1
Huhn	Eugen H Th	NA	1
Hugo	Åke Hugo	NA	1
Hugo	Carl Victor	NA	1
Hughes	T L	NA	1
Hugg	Karl	NA	1
Hügel	F Freiherr von	NA	1
Hug	Arnold	NA	1
Hücker	Wilhelm	NA	1
Hufnagel	Leon	NA	1
Hufnagel	Friedrich	NA	1
Huey	Edward Greene	NA	1
Huet	Pierre Daniel	NA	1
Huene	F von	NA	1
Hudson	Manley O	NA	1
Hudleston	John	NA	1
Hückermann	Adolf	NA	1
Hübscher	Chr	NA	1
Hübner	Paul Gustav	NA	1
Hubert	Jean	NA	1
Huber	Wilhelm	NA	1
Hüber	Reinhard	NA	1
Huber	Maksymilian Tytus	NA	1
Huber	J	NA	1
Huber	Franz C	NA	1
Huber	Franz	NA	1
Huber	Camilla	NA	1
Huber	Bertel Fritjof	NA	1
Huber	A schweizare	NA	1
Hubendick	Ludvig Andreas	NA	1
Hubendick	Carl Jacob	NA	1
Hübel	Felix	NA	1
Hubbard	Hesketh	NA	1
Hu	Hsien Chin	NA	1
Hsü	Pei-hung	NA	1
Hsiung	Shih-i	NA	1
Hrdlicka	Clement Louis	NA	1
Hrabec	Stefan	NA	1
Hoyer	Egbert v	NA	1
Hoyer	E von	NA	1
Howorth	Henry Hoyle	NA	1
Howley	James Patrick	NA	1
Hoving	Folke	NA	1
Hovgaard	William	NA	1
Howes	Charles	NA	1
Howell	W G R	NA	1
Howell	Herbert Allen	NA	1
Howell	Emma Elizabeth	NA	1
Howe	Julia Ward	NA	1
Howard	Robert	NA	1
Howard	Joseph Jackson	NA	1
Howard	Harry Nicholas	NA	1
Howald	Ernst	NA	1
Hostelet	Georges	NA	1
House	William Joseph	NA	1
Houpert	N	NA	1
Hough	Theodore	NA	1
Hougberg	Gabriel Wilhelm	NA	1
Hougberg	Wilhelm	NA	1
Hougberg	Verner	NA	1
Hougberg	Konrad Alexis	NA	1
Hotz	Wilhelm	NA	1
Hoszowski	Stanislaw	NA	1
Hostrup	Christian	NA	1
Hostmann	Christian	NA	1
Hoste	J	NA	1
Hossola	Toivo	NA	1
Hoskiaer	Valdemar	NA	1
Hoskiær	Jeppe Jacob	NA	1
Horváth	Miklós	NA	1
Horton	Paul B	NA	1
Hortenau	Hans von	NA	1
NA	NA	Hornschuch	1
Horrmann	Hermann	NA	1
Hornung	D	NA	1
Horney	O V	NA	1
Horner	Birgitta Catharina	NA	1
Horne	Aasmund	NA	1
Hornborg	Axel Fredrik	NA	1
Horn	Nils Henning Rudolf Bernhard	NA	1
Horn	P	NA	1
Horn	Moritz	NA	1
Horn	Johan Peter	NA	1
Horn	Herman	NA	1
Horn	Arvid Gerhard	NA	1
Horn	Georg	NA	1
Horn	Anton Heinrich Wilh. Franz	NA	1
Horn	Friedemann	NA	1
Horn	Ewald	NA	1
Horn	Erik Frederik Barth	NA	1
Horn	Carl Eduard von	NA	1
Horn	Christian Friedrich	NA	1
Horn	Carl Fredrik	NA	1
Horn	Carl-Axel von	NA	1
Hormia	Yrjö Nikolai	NA	1
Horelli	Väinö	NA	1
Horan	James David	NA	1
Hora	Ota	NA	1
Hopwood	David	NA	1
Hopwood	A Tindell	NA	1
Hopstock	Halfdan	NA	1
Hoppu	Kaarlo	NA	1
Hoppe	Hugo	NA	1
Hoppe	Hans	NA	1
Hoppe	Ernst Gunnar	NA	1
Hoppé	Ernst Felix Furchtegott	NA	1
Hoppe	Alvar	NA	1
Hopkins	Frederick Gowland	NA	1
Hopfen	Hans Ritter von	NA	1
Hooykaas	C	NA	1
Hoover	Herbert	NA	1
Hoogvliet	J M	NA	1
Hoogterp	P W	NA	1
Hoogewerff	Godefridus Joannes	NA	1
Hoogenberk	Hendrik	NA	1
Honkavaara	Sylvi	NA	1
Honkasalo	Tauno	NA	1
Honkapohja	Helge	NA	1
Honkanen	Aarne	NA	1
Hondius-Crone	Ada	NA	1
NA	NA	Homo	1
Hommerberg	Lars Sven Sigge	NA	1
Hommel	Carl Ferdinand	NA	1
Hommel	Albert	NA	1
Homén	Johan Fredrik	NA	1
Homén	Arne	NA	1
Holzapfel	Helmut	NA	1
Holz	Nikolaus	NA	1
Holubowicz	Wlodzimierz	NA	1
Holub	Emil	NA	1
Holtzkamp	Joan	NA	1
Holtz	Ludwig	NA	1
Holtz	Anders Gustaf Folke	NA	1
Holthuis	L B	NA	1
Holt	William Stull	NA	1
Holt	O P bagare	NA	1
Holst	Peter Fredrik	NA	1
Holst	E	NA	1
Holsti	Östen	NA	1
Holstein	Hugo	NA	1
Holstein	Bent	NA	1
Holstius	Johan	NA	1
Holst	Lars Otto	NA	1
Holst	Lars	NA	1
Holst	Johan Throne	NA	1
Holst	Hugo Östen Leonard	NA	1
Holst	Ulf Hans Ancher	NA	1
Holst	H. P	NA	1
Holst	Hans	NA	1
Holmvall	Patrik Emanuel	NA	1
Holmvall	Karin	NA	1
Holmvall	Edvid Patrik	NA	1
